Employee_1D,city,gender,HR Analytics,University Grade,education_level,Has HR expereince,experience,Job changes,Training hours,company_size,Get HR Analytics Job? 
151172,city_16,Male,Has relevent experience,Grade 2,Graduate,Yes,15,>4,,1000-4999,Yes
151203,city_103,Male,Has relevent experience,Grade 2,Masters,Yes,>20,2,,1-10,No
151228,city_158,Female,No relevent experience,Grade 1,Graduate,Yes,3,never,,,Yes
151272,city_136,Male,Has relevent experience,Grade 2,Masters,Yes,16,2,,50-99,Yes
151363,city_11,Male,Has relevent experience,Grade 3,Graduate,Yes,2,1,,,No
151461,city_103,,Has relevent experience,Grade 3,Phd,No,9,4,,10000+,Yes
151513,city_46,Male,No relevent experience,Grade 3,High School,Yes,2,never,,,No
151612,city_16,,Has relevent experience,Grade 1,Masters,No,>20,,,100-500,Yes
151699,city_98,Male,Has relevent experience,Grade 2,Graduate,No,>20,>4,,5000-9999,Yes
151738,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,10,1,,10000+,Yes
151784,city_136,Male,Has relevent experience,Grade 2,High School,Yes,18,1,,10000+,Yes
151866,city_75,Male,Has relevent experience,Grade 3,Graduate,Yes,9,never,,1000-4999,Yes
151949,city_90,Male,Has relevent experience,Grade 2,Graduate,Yes,12,3,,<10,No
152035,city_103,,Has relevent experience,Grade 3,Graduate,Yes,>20,2,,<10,Yes
152058,city_64,Female,Has relevent experience,Grade 1,Graduate,Yes,6,2,,500-999,No
152122,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,4,1,,100-500,Yes
152193,city_65,Male,Has relevent experience,Grade 3,Masters,Yes,14,1,,10000+,Yes
152260,city_103,,Has relevent experience,Grade 2,Phd,Yes,>20,>4,,5000-9999,Yes
152303,city_152,,No relevent experience,Grade 3,Graduate,No,4,never,,,Yes
152347,city_158,Male,Has relevent experience,Grade 3,Graduate,Yes,5,1,,50-99,Yes
152363,city_21,,No relevent experience,Grade 1,Graduate,Yes,15,>4,,10000+,Yes
152365,city_104,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,50-99,Yes
152434,city_104,Male,No relevent experience,Grade 3,Masters,Yes,3,1,,,No
152526,city_114,Male,Has relevent experience,Grade 3,High School,Yes,9,1,,,No
152531,city_102,,No relevent experience,Grade 2,Graduate,Yes,2,2,,,Yes
152533,city_65,Male,Has relevent experience,Grade 3,Graduate,Yes,2,1,,100-500,Yes
152623,city_136,,Has relevent experience,Grade 3,Graduate,Yes,17,1,,,Yes
152629,city_71,,Has relevent experience,Grade 1,Graduate,Yes,5,1,,,No
152723,city_114,Male,Has relevent experience,Grade 3,Graduate,No,4,3,,100-500,Yes
152738,city_136,Male,Has relevent experience,Grade 2,Masters,Yes,6,>4,,,No
152796,city_103,,No relevent experience,Grade 3,,Yes,11,>4,,<10,Yes
152839,city_21,,Has relevent experience,Grade 3,Graduate,Yes,<1,,,<10,Yes
152875,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,9,1,,100-500,Yes
152959,city_126,Male,Has relevent experience,Grade 3,,Yes,<1,1,,<10,Yes
152969,city_103,Male,Has relevent experience,Grade 2,Phd,Yes,4,1,,1000-4999,Yes
153046,city_16,,Has relevent experience,Grade 3,Graduate,Yes,4,1,,100-500,Yes
153114,city_103,,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,1-10,Yes
153169,city_21,,No relevent experience,Grade 2,Graduate,Yes,6,,,,Yes
153179,city_103,,Has relevent experience,Grade 2,Graduate,Yes,3,1,,<10,No
153240,city_21,,Has relevent experience,Grade 3,Graduate,Yes,7,1,,1000-4999,No
153290,city_75,,Has relevent experience,Grade 3,Graduate,Yes,11,2,,<10,Yes
153353,city_102,Male,No relevent experience,Grade 3,Masters,Yes,5,1,,500-999,Yes
153442,city_65,Male,Has relevent experience,Grade 1,Masters,Yes,7,1,,,Yes
153495,city_46,Male,Has relevent experience,Grade 3,Graduate,Yes,19,1,,10000+,Yes
153533,city_103,Male,No relevent experience,Grade 3,High School,Yes,10,1,,<10,No
153629,city_71,Male,Has relevent experience,Grade 1,Masters,Yes,>20,1,,10000+,No
153659,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,9,>4,,5000-9999,No
153686,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,50-99,Yes
153756,city_98,Male,Has relevent experience,Grade 1,High School,Yes,4,1,,<10,Yes
153784,city_21,,Has relevent experience,Grade 2,,Yes,6,1,,<10,No
153833,city_21,,No relevent experience,Grade 3,High School,Yes,1,,,,No
153888,city_103,,No relevent experience,Grade 3,Graduate,Yes,7,1,,,Yes
153891,city_24,Male,Has relevent experience,Grade 3,Primary School,Yes,3,never,,,No
153976,city_134,Male,No relevent experience,Grade 1,Primary School,Yes,3,never,,,Yes
153982,city_26,Male,No relevent experience,Grade 2,High School,Yes,2,never,,,Yes
154065,city_136,Male,Has relevent experience,Grade 2,Masters,Yes,10,4,,10000+,Yes
154082,city_123,Male,No relevent experience,Grade 2,Masters,Yes,4,never,,,Yes
154177,city_9,Male,No relevent experience,Grade 2,Graduate,Yes,1,1,,,Yes
154250,city_82,Female,Has relevent experience,Grade 2,Graduate,Yes,6,3,,1000-4999,No
154305,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,5,3,,,No
154364,city_69,Male,Has relevent experience,Grade 2,Graduate,Yes,16,2,,50-99,No
154431,city_114,Male,Has relevent experience,Grade 2,Graduate,Yes,12,never,,1-10,Yes
154453,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,14,>4,,10000+,Yes
154468,city_102,Male,Has relevent experience,Grade 3,Masters,Yes,>20,3,,1000-4999,Yes
154564,city_136,Male,Has relevent experience,Grade 3,Masters,Yes,9,2,,100-500,No
154618,city_21,Male,Has relevent experience,Grade 3,Masters,Yes,15,>4,,50-99,Yes
154703,city_77,Male,Has relevent experience,Grade 2,Graduate,Yes,7,2,,1-10,Yes
154769,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,12,4,,50-99,No
154844,city_40,Male,Has relevent experience,Grade 2,Masters,Yes,>20,1,,10000+,Yes
154927,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,10000+,No
154963,city_136,Male,Has relevent experience,Grade 1,Masters,Yes,>20,1,,,No
154974,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,10000+,Yes
155074,city_46,Male,Has relevent experience,Grade 3,Graduate,Yes,11,3,,500-999,Yes
155108,city_160,,No relevent experience,Grade 1,Graduate,Yes,6,3,,5000-9999,Yes
155155,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,>20,4,,<10,No
155202,city_126,Male,Has relevent experience,Grade 3,Graduate,Yes,2,2,,,Yes
155220,city_16,Male,Has relevent experience,Grade 1,Graduate,No,>20,>4,,10000+,Yes
155311,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,5,1,,50-99,Yes
155382,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,16,>4,,10000+,Yes
155403,city_40,,No relevent experience,Grade 3,Masters,Yes,6,1,,,Yes
155418,city_103,Male,No relevent experience,Grade 3,Graduate,Yes,<1,2,,100-500,Yes
155445,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,3,1,,50-99,Yes
155451,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,18,4,,<10,No
155531,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,6,>4,,10000+,No
155572,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,6,1,,100-500,Yes
155601,city_141,Male,No relevent experience,Grade 3,Masters,Yes,5,1,,100-500,Yes
155666,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,7,1,,100-500,Yes
155758,city_83,Male,Has relevent experience,Grade 2,Graduate,Yes,15,1,,50-99,No
155793,city_43,Male,Has relevent experience,Grade 2,Graduate,Yes,6,2,,1000-4999,Yes
155800,city_114,Male,Has relevent experience,Grade 3,High School,Yes,4,1,,10000+,Yes
155861,city_21,Male,Has relevent experience,Grade 1,Graduate,Yes,4,1,,10000+,No
155888,city_116,,Has relevent experience,Grade 2,Masters,Yes,13,1,,100-500,Yes
155917,city_67,Male,Has relevent experience,Grade 2,Graduate,Yes,5,1,,50-99,Yes
155998,city_75,,Has relevent experience,Grade 3,Masters,Yes,6,2,,10000+,No
156018,city_21,Male,Has relevent experience,Grade 2,Masters,Yes,9,never,,5000-9999,Yes
156032,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,5,4,,10000+,Yes
156087,city_176,,No relevent experience,Grade 2,Primary School,Yes,<1,never,,,Yes
156103,city_21,,No relevent experience,Grade 3,Graduate,Yes,4,never,,,Yes
156118,city_136,Male,Has relevent experience,Grade 3,Masters,Yes,>20,1,,50-99,Yes
156194,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,15,>4,,<10,Yes
156223,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,5,2,,100-500,Yes
156270,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,12,1,,<10,No
156331,city_67,Male,Has relevent experience,Grade 3,Graduate,Yes,6,1,,50-99,No
156426,city_16,Male,Has relevent experience,Grade 3,Graduate,Yes,12,4,,100-500,Yes
156498,city_11,,No relevent experience,Grade 3,Graduate,Yes,3,,,,No
156522,city_103,Male,No relevent experience,Grade 1,Phd,Yes,15,>4,,100-500,Yes
156537,city_16,Male,Has relevent experience,Grade 3,Graduate,Yes,9,3,,500-999,Yes
156584,city_21,Male,Has relevent experience,Grade 3,Graduate,No,5,1,,100-500,No
156638,city_90,Male,No relevent experience,Grade 3,Graduate,Yes,13,2,,<10,No
156699,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,6,2,,50-99,Yes
156740,city_103,Male,No relevent experience,Grade 2,Graduate,Yes,<1,3,,1-10,Yes
156795,city_21,,Has relevent experience,Grade 1,Masters,Yes,2,2,,,Yes
156842,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,11,2,,10000+,Yes
156913,city_116,,No relevent experience,Grade 2,Graduate,Yes,5,never,,,Yes
156994,city_67,Male,No relevent experience,Grade 3,Primary School,Yes,7,never,,,No
157019,city_16,Female,Has relevent experience,Grade 2,Graduate,Yes,3,1,,50-99,Yes
157084,city_103,Male,No relevent experience,Grade 1,Graduate,Yes,7,4,,,Yes
157168,city_160,Male,Has relevent experience,Grade 1,Graduate,Yes,>20,1,,100-500,No
157204,city_105,Female,Has relevent experience,Grade 2,Graduate,Yes,3,2,,100-500,Yes
157246,city_160,,Has relevent experience,Grade 2,Graduate,Yes,8,2,,1000-4999,Yes
157336,city_114,Male,No relevent experience,Grade 1,Graduate,Yes,8,1,,,Yes
157391,city_67,Male,Has relevent experience,Grade 1,Masters,Yes,15,3,,100-500,No
157423,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,5,1,,1-10,Yes
157514,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,16,3,,1000-4999,Yes
157519,city_158,,Has relevent experience,Grade 3,Graduate,Yes,10,,,100-500,No
157571,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,5,3,,,Yes
157658,city_83,Male,No relevent experience,Grade 3,High School,Yes,6,1,,,No
157737,city_106,Male,Has relevent experience,Grade 2,Masters,Yes,9,2,,,Yes
157771,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,5,1,,500-999,Yes
157793,city_103,Male,No relevent experience,Grade 3,Phd,Yes,18,1,,100-500,Yes
157859,city_103,Male,Has relevent experience,Grade 1,Masters,Yes,>20,>4,,,Yes
157866,city_103,,Has relevent experience,Grade 2,Graduate,Yes,>20,1,,50-99,No
157874,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,14,>4,,<10,No
157887,city_74,,No relevent experience,Grade 1,Graduate,Yes,6,never,,,No
157969,city_16,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,,Yes
158033,city_114,,No relevent experience,Grade 2,High School,Yes,8,never,,,Yes
158041,city_160,Female,No relevent experience,Grade 2,Phd,Yes,10,1,,,Yes
158072,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,1,,500-999,No
158159,city_103,,Has relevent experience,Grade 1,Graduate,Yes,16,>4,,,No
158219,city_16,,No relevent experience,Grade 2,Masters,Yes,<1,1,,5000-9999,Yes
158315,city_16,Male,Has relevent experience,Grade 2,Graduate,Yes,9,3,,50-99,Yes
158329,city_23,Female,No relevent experience,Grade 2,Graduate,Yes,3,2,,10000+,No
158402,city_21,,No relevent experience,Grade 3,Graduate,Yes,2,never,,,No
158464,city_159,Male,Has relevent experience,Grade 1,Graduate,Yes,>20,1,,1-10,Yes
158543,city_21,,Has relevent experience,Grade 3,Graduate,Yes,10,1,,,Yes
158560,city_103,Male,No relevent experience,Grade 3,Masters,Yes,14,1,,50-99,Yes
158601,city_21,,Has relevent experience,Grade 3,High School,Yes,6,1,,,Yes
158631,city_103,Male,Has relevent experience,Grade 2,Masters,Yes,11,>4,,1000-4999,No
158680,city_89,,No relevent experience,Grade 2,High School,Yes,5,1,,,No
158696,city_103,Male,No relevent experience,Grade 3,Graduate,Yes,15,>4,,1000-4999,Yes
158791,city_136,,Has relevent experience,Grade 3,Graduate,Yes,4,1,,50-99,No
158807,city_13,Male,Has relevent experience,Grade 3,Masters,Yes,9,2,,100-500,Yes
158814,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,3,1,,50-99,Yes
158831,city_103,Female,Has relevent experience,Grade 3,Graduate,Yes,5,1,,100-500,No
158870,city_136,,Has relevent experience,Grade 1,Masters,Yes,4,1,,1-10,Yes
158890,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,14,4,,100-500,No
158979,city_21,,Has relevent experience,Grade 3,Masters,Yes,18,>4,,100-500,No
158995,city_21,Female,Has relevent experience,Grade 2,Graduate,Yes,<1,1,,50-99,Yes
159020,city_103,,Has relevent experience,Grade 2,Graduate,Yes,9,2,,100-500,No
159079,city_46,Male,Has relevent experience,Grade 1,Graduate,Yes,3,2,,<10,Yes
159093,city_103,Male,Has relevent experience,Grade 3,Masters,Yes,>20,>4,,,Yes
159148,city_114,Male,No relevent experience,Grade 1,Graduate,Yes,14,1,,1-10,Yes
159180,city_91,Male,Has relevent experience,Grade 2,Graduate,Yes,4,1,,50-99,No
159236,city_67,,No relevent experience,Grade 3,High School,Yes,3,never,,,Yes
159268,city_160,Female,Has relevent experience,Grade 2,Masters,Yes,11,2,,1000-4999,Yes
159360,city_73,Male,Has relevent experience,Grade 2,Graduate,No,>20,1,,100-500,Yes
159364,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,2,,10000+,Yes
159395,city_103,Male,Has relevent experience,Grade 3,Graduate,No,7,4,,1000-4999,Yes
159409,city_114,,No relevent experience,Grade 2,High School,Yes,6,,,10000+,Yes
159423,city_21,Male,No relevent experience,Grade 3,Graduate,Yes,<1,1,,,Yes
159466,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,1,,10000+,Yes
159476,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,3,2,,50-99,Yes
159549,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,7,2,,5000-9999,Yes
159576,city_21,Male,Has relevent experience,Grade 2,Graduate,No,3,never,,50-99,Yes
159603,city_103,Male,No relevent experience,Grade 3,,Yes,4,never,,,No
159678,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,3,,,Yes
159684,city_160,Male,Has relevent experience,Grade 3,Masters,Yes,19,1,,,Yes
159695,city_160,Male,Has relevent experience,Grade 2,,Yes,19,1,,<10,Yes
159707,city_105,Male,Has relevent experience,Grade 2,Graduate,Yes,11,>4,,100-500,Yes
159779,city_162,Male,Has relevent experience,Grade 2,Graduate,Yes,7,1,,50-99,No
159806,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,4,,,No
159833,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,13,>4,,50-99,Yes
159874,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,3,1,,10000+,Yes
159913,city_136,,Has relevent experience,Grade 1,Masters,No,9,3,,50-99,Yes
159926,city_115,Male,Has relevent experience,Grade 3,Masters,Yes,11,3,,1-10,No
159978,city_28,,No relevent experience,Grade 3,High School,Yes,9,never,,,Yes
160075,city_16,Male,No relevent experience,Grade 1,Graduate,Yes,16,1,,100-500,Yes
160101,city_97,Male,Has relevent experience,Grade 3,Graduate,Yes,16,1,,500-999,No
160199,city_21,Male,No relevent experience,Grade 2,Graduate,Yes,2,1,,1000-4999,Yes
160266,city_114,Male,Has relevent experience,Grade 3,Graduate,No,10,1,,<10,No
160309,city_65,,Has relevent experience,Grade 1,Phd,Yes,17,>4,,50-99,No
160350,city_103,Female,Has relevent experience,Grade 2,Graduate,Yes,9,>4,,100-500,Yes
160399,city_103,,Has relevent experience,Grade 3,Masters,Yes,>20,3,,,No
160443,city_61,Male,No relevent experience,Grade 3,High School,Yes,5,1,,1-10,No
160492,city_45,Male,Has relevent experience,Grade 3,Graduate,Yes,5,never,,50-99,Yes
160560,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,5,4,,1-10,No
160640,city_16,Male,Has relevent experience,Grade 2,Graduate,Yes,15,2,,,Yes
160692,city_114,Male,Has relevent experience,Grade 1,Masters,Yes,>20,>4,,100-500,Yes
160733,city_103,Male,Has relevent experience,Grade 3,Masters,Yes,16,4,,50-99,Yes
160825,city_104,Male,Has relevent experience,Grade 1,Phd,Yes,>20,2,,50-99,Yes
160895,city_160,Female,Has relevent experience,Grade 3,High School,Yes,4,1,,10000+,No
160907,city_16,Male,No relevent experience,Grade 3,Graduate,Yes,>20,1,,,Yes
160960,city_103,Male,Has relevent experience,Grade 2,Masters,Yes,16,>4,,50-99,No
161001,city_102,,Has relevent experience,Grade 2,Graduate,Yes,10,1,,100-500,Yes
161068,city_133,Male,No relevent experience,Grade 2,Graduate,Yes,12,>4,,50-99,Yes
161098,city_16,,Has relevent experience,Grade 2,Graduate,No,12,1,,100-500,Yes
161152,city_103,Male,Has relevent experience,Grade 1,Masters,Yes,>20,3,,100-500,Yes
161243,city_21,Male,No relevent experience,Grade 2,Graduate,Yes,<1,1,,<10,No
161300,city_103,Male,No relevent experience,Grade 3,Graduate,Yes,4,1,,500-999,Yes
161307,city_103,Male,Has relevent experience,Grade 3,Masters,Yes,16,1,,10000+,Yes
161372,city_138,Male,Has relevent experience,Grade 1,Graduate,Yes,6,3,,1-10,Yes
161399,city_128,Female,No relevent experience,Grade 3,Graduate,Yes,<1,never,,50-99,No
161402,city_102,Male,Has relevent experience,Grade 3,Masters,Yes,14,3,,100-500,Yes
161468,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,9,1,,100-500,Yes
161538,city_114,Male,Has relevent experience,Grade 3,Masters,No,>20,2,,50-99,No
161634,city_65,Male,Has relevent experience,Grade 2,Masters,Yes,7,1,,100-500,Yes
161637,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,5000-9999,No
161650,city_16,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,never,,,No
161700,city_45,,No relevent experience,Grade 2,High School,Yes,3,never,,,Yes
161727,city_98,Male,Has relevent experience,Grade 3,Masters,Yes,>20,>4,,100-500,Yes
161796,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,7,2,,50-99,Yes
161853,city_16,Male,Has relevent experience,Grade 3,Graduate,No,6,1,,100-500,Yes
161901,city_114,Male,Has relevent experience,Grade 3,Masters,Yes,16,>4,,50-99,Yes
161970,city_103,,Has relevent experience,Grade 3,Graduate,Yes,14,4,,,Yes
161991,city_136,Male,Has relevent experience,Grade 3,Masters,Yes,>20,3,,10000+,Yes
162058,city_104,Male,Has relevent experience,Grade 2,Masters,Yes,17,1,,100-500,Yes
162079,city_46,Male,Has relevent experience,Grade 2,Masters,Yes,10,>4,,10000+,No
162112,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,6,>4,,50-99,Yes
162172,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,17,4,,50-99,Yes
162216,city_160,Male,Has relevent experience,Grade 1,Graduate,No,6,1,,100-500,Yes
162298,city_159,Male,No relevent experience,Grade 3,Graduate,Yes,16,4,,10000+,Yes
162306,city_114,Male,No relevent experience,Grade 3,Masters,Yes,9,1,,5000-9999,No
162376,city_16,Male,Has relevent experience,Grade 3,High School,Yes,19,1,,500-999,No
162397,city_136,Male,No relevent experience,Grade 3,Graduate,Yes,1,1,,,Yes
162465,city_21,,No relevent experience,Grade 3,Graduate,Yes,2,never,,,Yes
162501,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,8,1,,<10,Yes
162521,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,7,1,,1000-4999,Yes
162523,city_21,Male,Has relevent experience,Grade 1,Masters,Yes,2,1,,10000+,Yes
162576,city_103,Male,No relevent experience,Grade 3,High School,Yes,7,1,,1-10,No
162649,city_167,,No relevent experience,Grade 3,Primary School,Yes,6,3,,<10,Yes
162696,city_158,Male,Has relevent experience,Grade 2,Graduate,Yes,5,2,,50-99,Yes
162779,city_160,Other,Has relevent experience,Grade 2,Graduate,Yes,8,1,,50-99,Yes
162851,city_16,Female,Has relevent experience,Grade 2,Masters,Yes,10,1,,,Yes
162901,city_104,,No relevent experience,Grade 3,,Yes,4,never,,,No
162989,city_76,,No relevent experience,Grade 3,Masters,Yes,>20,2,,,Yes
163032,city_21,Male,Has relevent experience,Grade 1,Graduate,Yes,5,1,,1000-4999,Yes
163107,city_16,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,,Yes
163124,city_116,,No relevent experience,Grade 2,Graduate,Yes,2,never,,,Yes
163155,city_136,Male,Has relevent experience,Grade 3,Masters,Yes,19,2,,50-99,Yes
163164,city_138,Male,Has relevent experience,Grade 3,Graduate,No,15,1,,100-500,No
163188,city_114,Male,No relevent experience,Grade 2,High School,Yes,2,1,,100-500,Yes
163242,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,19,2,,50-99,Yes
163295,city_16,Female,Has relevent experience,Grade 3,Masters,Yes,5,1,,1-10,No
163305,city_123,Male,Has relevent experience,Grade 3,Graduate,Yes,8,1,,100-500,No
163341,city_116,Male,No relevent experience,Grade 3,,Yes,5,1,,,No
163364,city_150,Male,No relevent experience,Grade 3,Graduate,No,3,1,,,Yes
163395,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,1,,10000+,Yes
163396,city_45,Male,No relevent experience,Grade 2,High School,Yes,2,1,,100-500,No
163486,city_10,Male,Has relevent experience,Grade 1,Graduate,Yes,>20,>4,,,Yes
163508,city_104,Male,Has relevent experience,Grade 1,Graduate,Yes,>20,>4,,50-99,Yes
163513,city_103,,Has relevent experience,Grade 3,Graduate,Yes,5,>4,,,Yes
163559,city_103,Female,Has relevent experience,Grade 3,Graduate,Yes,4,2,,500-999,No
163583,city_160,Male,Has relevent experience,Grade 1,Graduate,Yes,6,1,,1-10,No
163621,city_104,,No relevent experience,Grade 3,,Yes,4,2,,,Yes
163680,city_136,Male,No relevent experience,Grade 1,High School,Yes,4,1,,,Yes
163763,city_21,Male,No relevent experience,Grade 3,High School,Yes,3,never,,,No
163783,city_114,Male,Has relevent experience,Grade 3,,Yes,8,>4,,100-500,Yes
163851,city_21,,Has relevent experience,Grade 3,Graduate,Yes,3,1,,100-500,Yes
163948,city_114,Other,No relevent experience,Grade 3,High School,Yes,5,1,,100-500,Yes
163952,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,3,2,,,Yes
164000,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,9,1,,50-99,Yes
164040,city_71,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,3,,<10,Yes
164076,city_103,Male,No relevent experience,Grade 3,Graduate,Yes,6,never,,,Yes
164159,city_21,,No relevent experience,Grade 3,Graduate,Yes,5,1,,50-99,Yes
164181,city_103,Female,No relevent experience,Grade 3,Phd,Yes,6,2,,100-500,Yes
164203,city_128,,No relevent experience,Grade 1,Graduate,Yes,4,4,,,No
164229,city_136,Male,Has relevent experience,Grade 1,Graduate,Yes,9,4,,50-99,Yes
164240,city_93,Male,Has relevent experience,Grade 2,Graduate,Yes,6,>4,,10000+,Yes
164252,city_114,,No relevent experience,Grade 3,Graduate,Yes,6,2,,<10,Yes
164327,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,4,1,,10000+,No
164343,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,2,1,,100-500,Yes
164405,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,2,1,,5000-9999,Yes
164417,city_114,Male,No relevent experience,Grade 3,High School,Yes,5,never,,,No
164495,city_159,,Has relevent experience,Grade 1,Graduate,No,2,2,,1000-4999,Yes
164541,city_50,Male,No relevent experience,Grade 3,High School,Yes,2,1,,,No
164557,city_103,Male,Has relevent experience,Grade 3,Masters,Yes,>20,>4,,50-99,Yes
164647,city_103,Male,Has relevent experience,Grade 3,Masters,Yes,10,4,,100-500,Yes
164687,city_16,Male,Has relevent experience,Grade 2,Masters,Yes,>20,2,,50-99,Yes
164752,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,10,1,,,Yes
164775,city_21,,No relevent experience,Grade 3,Graduate,Yes,4,2,,5000-9999,Yes
164867,city_21,,Has relevent experience,Grade 1,,No,8,1,,1-10,Yes
164910,city_21,,Has relevent experience,Grade 1,Graduate,Yes,4,2,,100-500,Yes
164925,city_103,Male,No relevent experience,Grade 2,Masters,Yes,7,1,,5000-9999,Yes
165018,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,10,2,,10000+,Yes
165112,city_76,Male,No relevent experience,Grade 2,Graduate,Yes,10,1,,1-10,No
165195,city_103,Male,No relevent experience,Grade 3,Graduate,Yes,4,1,,,No
165290,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,10000+,No
165351,city_128,Male,No relevent experience,Grade 3,High School,Yes,4,4,,,Yes
165359,city_23,,Has relevent experience,Grade 2,Graduate,Yes,9,4,,50-99,Yes
165430,city_21,,Has relevent experience,Grade 2,Graduate,Yes,8,2,,10000+,Yes
165457,city_67,Female,No relevent experience,Grade 3,Graduate,Yes,5,1,,,Yes
165472,city_103,Male,Has relevent experience,Grade 2,Masters,Yes,>20,>4,,,Yes
165567,city_36,Male,Has relevent experience,Grade 2,Masters,Yes,11,never,,500-999,No
165621,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,18,1,,,Yes
165688,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,11,1,,<10,Yes
165726,city_114,,No relevent experience,Grade 1,High School,Yes,5,3,,500-999,Yes
165812,city_123,Male,Has relevent experience,Grade 1,Graduate,No,4,1,,50-99,Yes
165892,city_90,,No relevent experience,Grade 2,Graduate,Yes,10,1,,100-500,Yes
165906,city_16,Female,Has relevent experience,Grade 3,Phd,Yes,11,never,,,Yes
165926,city_118,Male,Has relevent experience,Grade 1,Graduate,Yes,4,1,,100-500,No
166009,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,10,2,,100-500,No
166013,city_103,Male,No relevent experience,Grade 3,Masters,Yes,8,4,,<10,Yes
166029,city_103,Male,No relevent experience,Grade 3,High School,Yes,10,4,,,No
166105,city_103,,Has relevent experience,Grade 3,Graduate,Yes,17,>4,,50-99,Yes
166148,city_21,Male,No relevent experience,Grade 1,Graduate,Yes,2,never,,,Yes
166151,city_114,Male,Has relevent experience,Grade 1,Graduate,Yes,12,>4,,1000-4999,Yes
166184,city_19,,Has relevent experience,Grade 3,Graduate,Yes,11,2,,,Yes
166276,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,13,1,,100-500,Yes
166321,city_75,Male,Has relevent experience,Grade 3,Graduate,Yes,10,1,,<10,Yes
